"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003298121","00100105","1-2","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　〔性・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276802","00100105","1-3","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　〔啓発学習経験・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276803","00100105","1-4","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　〔家庭のルール・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276804","00100105","1-5","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ２〔インターネット利用・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276805","00100105","1-6","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｆ４〔兄・姉の有無〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318674","00100105","1-7-1","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　〔地域〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318700","00100105","1-7-2","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　〔都市規模〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276808","00100105","1-7-3","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　〔都道府県〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276809","00100105","1-8","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ１〔機器の利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003289263","00100105","1-9","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ２〔ネット利用状況（ネット利用まとめ）〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277042","00100105","10-1","学年　調査方法〔訪問・ＷＥＢ〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277052","00100105","10-10","学年　Ｑ２〔ネット利用状況〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277053","00100105","10-11","学年　Ｑ３〔ネット利用項目〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277054","00100105","10-12","学年　Ｑ４〔ネット利用時間〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003289287","00100105","10-13","学年　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277055","00100105","10-14","学年　Ｑ５〔無線ＬＡＮ利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277056","00100105","10-15","学年　Ｑ６〔インターネット利用上での経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277057","00100105","10-16","学年　Ｑ７〔インターネット利用についての家庭のルール〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277058","00100105","10-17","学年　Ｑ８〔インターネットに関する啓発や学習の経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003297831","00100105","10-18","学年　Ｆ１・Ｆ２〔性・年齢別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277062","00100105","10-19","学年　Ｆ３〔学年〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003298132","00100105","10-2","学年　〔性・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277044","00100105","10-3","学年　〔啓発学習経験・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277045","00100105","10-4","学年　〔家庭のルール・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277046","00100105","10-5","学年　Ｑ２〔インターネット利用・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277047","00100105","10-6","学年　Ｆ４〔兄・姉の有無〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318685","00100105","10-7-1","学年　〔地域〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318711","00100105","10-7-2","学年　〔都市規模〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277050","00100105","10-7-3","学年　〔都道府県〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003277051","00100105","10-8","学年　Ｑ１〔機器の利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003289274","00100105","10-9","学年　Ｑ２〔ネット利用状況（ネット利用まとめ）〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-17"
"0003277064","00100105","11-1","性・学校種別　調査方法〔訪問・ＷＥＢ〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277074","00100105","11-10","性・学校種別　Ｑ２〔ネット利用状況〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277075","00100105","11-11","性・学校種別　Ｑ３〔ネット利用項目〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277076","00100105","11-12","性・学校種別　Ｑ４〔ネット利用時間〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003289288","00100105","11-13","性・学校種別　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277077","00100105","11-14","性・学校種別　Ｑ５〔無線ＬＡＮ利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277078","00100105","11-15","性・学校種別　Ｑ６〔インターネット利用上での経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277079","00100105","11-16","性・学校種別　Ｑ７〔インターネット利用についての家庭のルール〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277080","00100105","11-17","性・学校種別　Ｑ８〔インターネットに関する啓発や学習の経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003297832","00100105","11-18","性・学校種別　Ｆ１・Ｆ２〔性・年齢別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277084","00100105","11-19","性・学校種別　Ｆ３〔学年〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003298133","00100105","11-2","性・学校種別　〔性・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277066","00100105","11-3","性・学校種別　〔啓発学習経験・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277067","00100105","11-4","性・学校種別　〔家庭のルール・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277068","00100105","11-5","性・学校種別　Ｑ２〔インターネット利用・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277069","00100105","11-6","性・学校種別　Ｆ４〔兄・姉の有無〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003318686","00100105","11-7-1","性・学校種別　〔地域〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003318712","00100105","11-7-2","性・学校種別　〔都市規模〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277072","00100105","11-7-3","性・学校種別　〔都道府県〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277073","00100105","11-8","性・学校種別　Ｑ１〔機器の利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003289275","00100105","11-9","性・学校種別　Ｑ２〔ネット利用状況（ネット利用まとめ）〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277086","00100105","12-1","兄弟・姉妹の有無　調査方法〔訪問・ＷＥＢ〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277096","00100105","12-10","兄弟・姉妹の有無　Ｑ２〔ネット利用状況〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277097","00100105","12-11","兄弟・姉妹の有無　Ｑ３〔ネット利用項目〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277098","00100105","12-12","兄弟・姉妹の有無　Ｑ４〔ネット利用時間〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003289501","00100105","12-13","兄弟・姉妹の有無　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277099","00100105","12-14","兄弟・姉妹の有無　Ｑ５〔無線ＬＡＮ利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277100","00100105","12-15","兄弟・姉妹の有無　Ｑ６〔インターネット利用上での経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277101","00100105","12-16","兄弟・姉妹の有無　Ｑ７〔インターネット利用についての家庭のルール〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277102","00100105","12-17","兄弟・姉妹の有無　Ｑ８〔インターネットに関する啓発や学習の経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003297833","00100105","12-18","兄弟・姉妹の有無　Ｆ１・Ｆ２〔性・年齢別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277106","00100105","12-19","兄弟・姉妹の有無　Ｆ３〔学年〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003298134","00100105","12-2","兄弟・姉妹の有無　〔性・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277088","00100105","12-3","兄弟・姉妹の有無　〔啓発学習経験・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277089","00100105","12-4","兄弟・姉妹の有無　〔家庭のルール・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277090","00100105","12-5","兄弟・姉妹の有無　Ｑ２〔インターネット利用・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277091","00100105","12-6","兄弟・姉妹の有無　Ｆ４〔兄・姉の有無〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003318687","00100105","12-7-1","兄弟・姉妹の有無　〔地域〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003318713","00100105","12-7-2","兄弟・姉妹の有無　〔都市規模〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277094","00100105","12-7-3","兄弟・姉妹の有無　〔都道府県〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003277095","00100105","12-8","兄弟・姉妹の有無　Ｑ１〔機器の利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003289500","00100105","12-9","兄弟・姉妹の有無　Ｑ２〔ネット利用状況（ネット利用まとめ）〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-18"
"0003276822","00100105","2-1","ネット利用状況　調査方法〔訪問・ＷＥＢ〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276832","00100105","2-10","ネット利用状況　Ｑ２〔ネット利用状況〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276833","00100105","2-11","ネット利用状況　Ｑ３〔ネット利用項目〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276834","00100105","2-12","ネット利用状況　Ｑ４〔ネット利用時間〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003289277","00100105","2-13","ネット利用状況　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276835","00100105","2-14","ネット利用状況　Ｑ５〔無線ＬＡＮ利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276836","00100105","2-15","ネット利用状況　Ｑ６〔インターネット利用上での経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276837","00100105","2-16","ネット利用状況　Ｑ７〔インターネット利用についての家庭のルール〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276838","00100105","2-17","ネット利用状況　Ｑ８〔インターネットに関する啓発や学習の経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003297821","00100105","2-18","ネット利用状況　Ｆ１・Ｆ２〔性・年齢別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276842","00100105","2-19","ネット利用状況　Ｆ３〔学年〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003298122","00100105","2-2","ネット利用状況　〔性・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276824","00100105","2-3","ネット利用状況　〔啓発学習経験・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276825","00100105","2-4","ネット利用状況　〔家庭のルール・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276826","00100105","2-5","ネット利用状況　Ｑ２〔インターネット利用・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276827","00100105","2-6","ネット利用状況　Ｆ４〔兄・姉の有無〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318675","00100105","2-7-1","ネット利用状況　〔地域〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318701","00100105","2-7-2","ネット利用状況　〔都市規模〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276830","00100105","2-7-3","ネット利用状況　〔都道府県〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276831","00100105","2-8","ネット利用状況　Ｑ１〔機器の利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003289264","00100105","2-9","ネット利用状況　Ｑ２〔ネット利用状況（ネット利用まとめ）〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276844","00100105","3-1","ネット利用項目　調査方法〔訪問・ＷＥＢ〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276854","00100105","3-10","ネット利用項目　Ｑ２〔ネット利用状況〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276855","00100105","3-11","ネット利用項目　Ｑ３〔ネット利用項目〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276856","00100105","3-12","ネット利用項目　Ｑ４〔ネット利用時間〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003289278","00100105","3-13","ネット利用項目　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276857","00100105","3-14","ネット利用項目　Ｑ５〔無線ＬＡＮ利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276858","00100105","3-15","ネット利用項目　Ｑ６〔インターネット利用上での経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276859","00100105","3-16","ネット利用項目　Ｑ７〔インターネット利用についての家庭のルール〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276860","00100105","3-17","ネット利用項目　Ｑ８〔インターネットに関する啓発や学習の経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003297822","00100105","3-18","ネット利用項目　Ｆ１・Ｆ２〔性・年齢別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276864","00100105","3-19","ネット利用項目　Ｆ３〔学年〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003298123","00100105","3-2","ネット利用項目　〔性・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276846","00100105","3-3","ネット利用項目　〔啓発学習経験・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276847","00100105","3-4","ネット利用項目　〔家庭のルール・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276848","00100105","3-5","ネット利用項目　Ｑ２〔インターネット利用・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276849","00100105","3-6","ネット利用項目　Ｆ４〔兄・姉の有無〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318676","00100105","3-7-1","ネット利用項目　〔地域〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318702","00100105","3-7-2","ネット利用項目　〔都市規模〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276852","00100105","3-7-3","ネット利用項目　〔都道府県〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276853","00100105","3-8","ネット利用項目　Ｑ１〔機器の利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003289265","00100105","3-9","ネット利用項目　Ｑ２〔ネット利用状況（ネット利用まとめ）〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276866","00100105","4-1","ネット利用時間　調査方法〔訪問・ＷＥＢ〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276876","00100105","4-10","ネット利用時間　Ｑ２〔ネット利用状況〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276877","00100105","4-11","ネット利用時間　Ｑ３〔ネット利用項目〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276878","00100105","4-12","ネット利用時間　Ｑ４〔ネット利用時間〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003289279","00100105","4-13","ネット利用時間　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276879","00100105","4-14","ネット利用時間　Ｑ５〔無線ＬＡＮ利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276880","00100105","4-15","ネット利用時間　Ｑ６〔インターネット利用上での経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276881","00100105","4-16","ネット利用時間　Ｑ７〔インターネット利用についての家庭のルール〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276882","00100105","4-17","ネット利用時間　Ｑ８〔インターネットに関する啓発や学習の経験〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003297823","00100105","4-18","ネット利用時間　Ｆ１・Ｆ２〔性・年齢別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276886","00100105","4-19","ネット利用時間　Ｆ３〔学年〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003298124","00100105","4-2","ネット利用時間　〔性・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276868","00100105","4-3","ネット利用時間　〔啓発学習経験・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276869","00100105","4-4","ネット利用時間　〔家庭のルール・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276870","00100105","4-5","ネット利用時間　Ｑ２〔インターネット利用・学校種別〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276871","00100105","4-6","ネット利用時間　Ｆ４〔兄・姉の有無〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318677","00100105","4-7-1","ネット利用時間　〔地域〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003318703","00100105","4-7-2","ネット利用時間　〔都市規模〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276874","00100105","4-7-3","ネット利用時間　〔都道府県〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003276875","00100105","4-8","ネット利用時間　Ｑ１〔機器の利用状況〕","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
"0003289266","00100105","4-9","ネット利用時間　Ｑ２〔ネット利用状況（ネット利用まとめ）〕【全数】","青少年のインターネット利用環境実態調査","青少年調査","年度次","201604-201703","2019-06-15"
