"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004052220","00550300","財別原指数【年・年度・四半期】 在庫率（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052221","00550300","品目別季節調整済指数【四半期】 付加価値額生産（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052222","00550300","品目別季節調整済指数【四半期】 出荷（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052223","00550300","品目別季節調整済指数【四半期】 在庫（期末）（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052224","00550300","品目別季節調整済指数【四半期】 在庫（平均）（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052225","00550300","品目別季節調整済指数【四半期】 在庫率（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052226","00550300","品目別原指数【年・年度・四半期】 付加価値額生産（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052227","00550300","品目別原指数【年・年度・四半期】 出荷（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052228","00550300","品目別原指数【年・年度・四半期】 在庫（期末）（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052229","00550300","品目別原指数【年・年度・四半期】 在庫（平均）（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
"0004052230","00550300","品目別原指数【年・年度・四半期】 在庫率（2020＝100.0）","鉱工業生産・出荷・在庫指数","2020年基準時系列データ（2018年１月～）","-",,"2026-06-03"
