"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003173927","00600360","10","統計表 第9表 国内定期航空空港間旅客流動表 年度次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173888","00600360","11","統計表 第10表 国内定期航空空港間貨物流動表 年次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173869","00600360","12","統計表 第10表 国内定期航空空港間貨物流動表 年度次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173882","00600360","2","統計表 第2表 国内定期航空月別運航及び輸送実績 年度次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173901","00600360","2","統計表 第2表 国内定期航空月別運航及び輸送実績 月次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173921","00600360","2","統計表 第2表 国内定期航空月別運航及び輸送実績 年次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173863","00600360","3","統計表 第3表 国内定期航空路線別、区間別、月別運航及び輸送実績 幹線 月次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173864","00600360","3","統計表 第3表 国内定期航空路線別、区間別、月別運航及び輸送実績 ローカル線 年次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173883","00600360","3","統計表 第3表 国内定期航空路線別、区間別、月別運航及び輸送実績 ローカル線 月次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173902","00600360","3","統計表 第3表 国内定期航空路線別、区間別、月別運航及び輸送実績 幹線 年次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173903","00600360","3","統計表 第3表 国内定期航空路線別、区間別、月別運航及び輸送実績 ローカル線 年度次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173922","00600360","3","統計表 第3表 国内定期航空路線別、区間別、月別運航及び輸送実績 幹線 年度次","航空輸送統計調査","年度次",0,"2024-07-31"
"0003173865","00600360","4","統計表 第4表 国内不定期航空月別運航及び輸送実績 年度次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173884","00600360","4","統計表 第4表 国内不定期航空月別運航及び輸送実績 年次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173923","00600360","4","統計表 第4表 国内不定期航空月別運航及び輸送実績 月次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173885","00600360","5","統計表 第5表 国際航空月別運航及び輸送実績 年度次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173904","00600360","5","統計表 第5表 国際航空月別運航及び輸送実績 月次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173924","00600360","5","統計表 第5表 国際航空月別運航及び輸送実績 年次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173866","00600360","6","統計表 第6表 国際航空方面別輸送実績 旅客 月次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173867","00600360","6","統計表 第6表 国際航空方面別輸送実績 貨物 年次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173886","00600360","6","統計表 第6表 国際航空方面別輸送実績 貨物 月次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173905","00600360","6","統計表 第6表 国際航空方面別輸送実績 旅客 年次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173906","00600360","6","統計表 第6表 国際航空方面別輸送実績 貨物 年度次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173925","00600360","6","統計表 第6表 国際航空方面別輸送実績 旅客 年度次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173868","00600360","7","統計表 第7表 航空運送事業・航空機使用事業月別、油種別、燃料消費量 年度次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173887","00600360","7","統計表 第7表 航空運送事業・航空機使用事業月別、油種別、燃料消費量 年次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173926","00600360","7","統計表 第7表 航空運送事業・航空機使用事業月別、油種別、燃料消費量 月次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173907","00600360","9","統計表 第9表 国内定期航空空港間旅客流動表 年次","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173870","00600360",NA,"統計表 国内定期航空路線別、区間別、月別運航及び輸送実績 幹線 月次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173871","00600360",NA,"統計表 国内定期航空路線別、区間別、月別運航及び輸送実績 ローカル線 年次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173872","00600360",NA,"統計表 国内航空利用仕立地・仕向地、月別運送取扱実績 月次 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173873","00600360",NA,"統計表 国際航空利用仕向地別運送取扱実績総括表 年度次（平成18年4月～平成18年12月までの合計） 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173889","00600360",NA,"統計表 国内定期航空会社別、月別運航及び輸送実績 年度次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173890","00600360",NA,"統計表 国内定期航空路線別、区間別、月別運航及び輸送実績 ローカル線 月次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173891","00600360",NA,"統計表 国内航空利用仕立地・仕向地別運送取扱実績総括表 年度次（平成18年4月～平成18年12月までの合計） 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173892","00600360",NA,"統計表 国際航空利用仕向地別運送取扱実績総括表 年次 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173908","00600360",NA,"統計表 国内定期航空会社別、月別運航及び輸送実績 月次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173909","00600360",NA,"統計表 国内定期航空路線別、区間別、月別運航及び輸送実績 幹線 年次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173910","00600360",NA,"統計表 国内定期航空路線別、区間別、月別運航及び輸送実績 ローカル線 年度次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173911","00600360",NA,"統計表 国内航空利用仕立地・仕向地、月別運送取扱実績 年次 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173912","00600360",NA,"統計表 国際航空利用仕向地、月別運送取扱実績 月次 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173913","00600360",NA,"統計表 国際航空利用仕向地、月別運送取扱実績 年度次（平成18年4月～平成18年12月までの合計） 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173928","00600360",NA,"統計表 国内定期航空会社別、月別運航及び輸送実績 年次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173929","00600360",NA,"統計表 国内定期航空路線別、区間別、月別運航及び輸送実績 幹線 年度次 2009年まで","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173930","00600360",NA,"統計表 国内航空利用仕立地・仕向地別運送取扱実績総括表 年次 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173931","00600360",NA,"統計表 国内航空利用仕立地・仕向地、月別運送取扱実績 年度次（平成18年4月～平成18年12月までの合計） 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
"0003173932","00600360",NA,"統計表 国際航空利用仕向地、月別運送取扱実績 年次 2006年","航空輸送統計調査","年度次",0,"2024-06-28"
